"単語","品詞","品詞細分類1","品詞細分類2","品詞細分類3","活用型","活用形","基本形","読み","発音","長さ","行番号","行内順序","評価"
"キリン",""名詞","固有名詞","組織","*","*","*","キリン","キリン","キリン"","3","143","1","99.0"
"淡麗",""名詞","固有名詞","一般","*","*","*","淡麗","タンレイ","タンレイ"","2","143","2","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","143","3","99.0"
"を",""助詞","格助詞","一般","*","*","*","を","ヲ","ヲ"","1","143","4","99.0"
"おすすめ",""名詞","一般","*","*","*","*","おすすめ","オススメ","オススメ"","4","143","5","99.0"
"し",""動詞","自立","*","*","サ変・スル","連用形","する","シ","シ"","1","143","6","99.0"
"ます",""助動詞","*","*","*","特殊・マス","基本形","ます","マス","マス"","2","143","7","99.0"
"＜（＿","名詞","未知語","*","*","*","*","＜（＿","*","*","3","143","8","99.0"
"　",""記号","空白","*","*","*","*","　","　","　"","1","143","9","99.0"
"＿）＞","名詞","未知語","*","*","*","*","＿）＞","*","*","3","143","10","99.0"
"　",""記号","空白","*","*","*","*","　","　","　"","1","143","11","99.0"
"　",""記号","空白","*","*","*","*","　","　","　"","1","143","12","99.0"
"ＲＴ","名詞","未知語","*","*","*","*","ＲＴ","*","*","2","143","13","99.0"
"　",""記号","空白","*","*","*","*","　","　","　"","1","143","14","99.0"
"＠","名詞","未知語","*","*","*","*","＠","*","*","1","143","15","99.0"
"ｗｉｎｏｕｈｅ：","名詞","未知語","*","*","*","*","ｗｉｎｏｕｈｅ：","*","*","8","143","16","99.0"
"　",""記号","空白","*","*","*","*","　","　","　"","1","143","17","99.0"
"メタボ","名詞","未知語","*","*","*","*","メタボ","*","*","3","143","18","99.0"
"回避",""名詞","サ変接続","*","*","*","*","回避","カイヒ","カイヒ"","2","143","19","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","143","20","99.0"
"ため",""名詞","非自立","副詞可能","*","*","*","ため","タメ","タメ"","2","143","21","99.0"
"ランニング",""名詞","サ変接続","*","*","*","*","ランニング","ランニング","ランニング"","5","143","22","99.0"
"後",""名詞","接尾","副詞可能","*","*","*","後","ゴ","ゴ"","1","143","23","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","143","24","99.0"
"金",""名詞","固有名詞","人名","姓","*","*","金","キム","キム"","1","143","25","99.0"
"麦",""名詞","一般","*","*","*","*","麦","ムギ","ムギ"","1","143","26","99.0"
"を",""助詞","格助詞","一般","*","*","*","を","ヲ","ヲ"","1","143","27","99.0"
"飲ま",""動詞","自立","*","*","五段・マ行","未然形","飲む","ノマ","ノマ"","2","143","28","99.0"
"ない",""助動詞","*","*","*","特殊・ナイ","基本形","ない","ナイ","ナイ"","2","143","29","99.0"
"よう",""名詞","非自立","助動詞語幹","*","*","*","よう","ヨウ","ヨー"","2","143","30","99.0"
"心がけ",""動詞","自立","*","*","一段","連用形","心がける","ココロガケ","ココロガケ"","3","143","31","99.0"
"ます",""助動詞","*","*","*","特殊・マス","基本形","ます","マス","マス"","2","143","32","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","143","33","99.0"
"おやすみなさい",""感動詞","*","*","*","*","*","おやすみなさい","オヤスミナサイ","オヤスミナサイ"","7","143","34","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","143","35","99.0"
"＠ｉｍａｈａｙａｎａｍｉ","名詞","未知語","*","*","*","*","＠ｉｍａｈａｙａｎａｍｉ","*","*","12","144","1","99.0"
"　",""記号","空白","*","*","*","*","　","　","　"","1","144","2","99.0"
"およ",""動詞","自立","*","*","五段・ラ行","体言接続特殊2","およる","オヨ","オヨ"","2","144","3","99.0"
"よ",""助詞","終助詞","*","*","*","*","よ","ヨ","ヨ"","1","144","4","99.0"
"！","名詞","未知語","*","*","*","*","！","*","*","1","144","5","99.0"
"イマ","名詞","未知語","*","*","*","*","イマ","*","*","2","144","6","99.0"
"夫人",""名詞","一般","*","*","*","*","夫人","フジン","フジン"","2","144","7","99.0"
"と",""助詞","格助詞","引用","*","*","*","と","ト","ト"","1","144","8","99.0"
"いえ",""動詞","自立","*","*","五段・ワ行促音便","仮定形","いう","イエ","イエ"","2","144","9","99.0"
"ば",""助詞","接続助詞","*","*","*","*","ば","バ","バ"","1","144","10","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","144","11","99.0"
"ラベル",""名詞","一般","*","*","*","*","ラベル","ラベル","ラベル"","3","144","12","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","144","13","99.0"
"イメージ",""名詞","サ変接続","*","*","*","*","イメージ","イメージ","イメージ"","4","144","14","99.0"
"だっ",""助動詞","*","*","*","特殊・ダ","連用タ接続","だ","ダッ","ダッ"","2","144","15","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","144","16","99.0"
"けど",""助詞","接続助詞","*","*","*","*","けど","ケド","ケド"","2","144","17","99.0"
"ビール",""名詞","一般","*","*","*","*","ビール","ビール","ビール"","3","144","18","99.0"
"中毒",""名詞","サ変接続","*","*","*","*","中毒","チュウドク","チュードク"","2","144","19","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","144","20","99.0"
"あなた",""名詞","代名詞","一般","*","*","*","あなた","アナタ","アナタ"","3","144","21","99.0"
"が",""助詞","格助詞","一般","*","*","*","が","ガ","ガ"","1","144","22","99.0"
"いう",""動詞","自立","*","*","五段・ワ行促音便","基本形","いう","イウ","イウ"","2","144","23","99.0"
"なら",""助動詞","*","*","*","特殊・ダ","仮定形","だ","ナラ","ナラ"","2","144","24","99.0"
"まちがい",""名詞","ナイ形容詞語幹","*","*","*","*","まちがい","マチガイ","マチガイ"","4","144","25","99.0"
"な",""助動詞","*","*","*","特殊・ナイ","ガル接続","ない","ナ","ナ"","1","144","26","99.0"
"さそ",""動詞","自立","*","*","五段・サ行","未然ウ接続","さす","サソ","サソ"","2","144","27","99.0"
"う",""助動詞","*","*","*","不変化型","基本形","う","ウ","ウ"","1","144","28","99.0"
"ね",""助詞","終助詞","*","*","*","*","ね","ネ","ネ"","1","144","29","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","144","30","99.0"
"お",""接頭詞","名詞接続","*","*","*","*","お","オ","オ"","1","144","31","99.0"
"か",""助詞","副助詞／並立助詞／終助詞","*","*","*","*","か","カ","カ"","1","144","32","99.0"
"あ",""フィラー","*","*","*","*","*","あ","ア","ア"","1","144","33","99.0"
"ちゃん",""名詞","一般","*","*","*","*","ちゃん","チャン","チャン"","3","144","34","99.0"
"学級",""名詞","一般","*","*","*","*","学級","ガッキュウ","ガッキュー"","2","144","35","99.0"
"委員",""名詞","一般","*","*","*","*","委員","イイン","イイン"","2","144","36","99.0"
"ファイト",""名詞","一般","*","*","*","*","ファイト","ファイト","ファイト"","4","144","37","99.0"
"！","名詞","未知語","*","*","*","*","！","*","*","1","144","38","99.0"
"キリン",""名詞","固有名詞","組織","*","*","*","キリン","キリン","キリン"","3","145","1","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","145","2","99.0"
"濃い",""形容詞","自立","*","*","形容詞・アウオ段","基本形","濃い","コイ","コイ"","2","145","3","99.0"
"味",""名詞","一般","*","*","*","*","味","アジ","アジ"","1","145","4","99.0"
"糖",""名詞","接尾","一般","*","*","*","糖","トウ","トー"","1","145","5","99.0"
"質",""名詞","一般","*","*","*","*","質","シツ","シツ"","1","145","6","99.0"
"０","名詞","未知語","*","*","*","*","０","*","*","1","145","7","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","145","8","99.0"
"美味しかっ",""形容詞","自立","*","*","形容詞・イ段","連用タ接続","美味しい","オイシカッ","オイシカッ"","5","145","9","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","145","10","99.0"
"です",""助動詞","*","*","*","特殊・デス","基本形","です","デス","デス"","2","145","11","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","145","12","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","145","13","99.0"
"ラベル",""名詞","一般","*","*","*","*","ラベル","ラベル","ラベル"","3","145","14","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","145","15","99.0"
"糖",""名詞","一般","*","*","*","*","糖","トウ","トー"","1","145","16","99.0"
"質",""名詞","一般","*","*","*","*","質","シツ","シツ"","1","145","17","99.0"
"０","名詞","未知語","*","*","*","*","０","*","*","1","145","18","99.0"
"を",""助詞","格助詞","一般","*","*","*","を","ヲ","ヲ"","1","145","19","99.0"
"飲ん",""動詞","自立","*","*","五段・マ行","連用タ接続","飲む","ノン","ノン"","2","145","20","99.0"
"で",""動詞","非自立","*","*","一段","連用形","でる","デ","デ"","1","145","21","99.0"
"まし",""助動詞","*","*","*","特殊・マス","連用形","ます","マシ","マシ"","2","145","22","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","145","23","99.0"
"けど",""助詞","接続助詞","*","*","*","*","けど","ケド","ケド"","2","145","24","99.0"
"切り替える",""動詞","自立","*","*","一段","基本形","切り替える","キリカエル","キリカエル"","5","145","25","99.0"
"～？","名詞","未知語","*","*","*","*","～？","*","*","2","145","26","99.0"
"久々",""名詞","一般","*","*","*","*","久々","ヒサビサ","ヒサビサ"","2","146","1","99.0"
"に",""助詞","格助詞","一般","*","*","*","に","ニ","ニ"","1","146","2","99.0"
"飲ん",""動詞","自立","*","*","五段・マ行","連用タ接続","飲む","ノン","ノン"","2","146","3","99.0"
"だら",""助動詞","*","*","*","特殊・タ","仮定形","だ","ダラ","ダラ"","2","146","4","99.0"
"いい",""形容詞","自立","*","*","不変化型","基本形","いい","イイ","イイ"","2","146","5","99.0"
"気分",""名詞","一般","*","*","*","*","気分","キブン","キブン"","2","146","6","99.0"
"に",""助詞","格助詞","一般","*","*","*","に","ニ","ニ"","1","146","7","99.0"
"なっ",""動詞","自立","*","*","五段・ラ行","連用タ接続","なる","ナッ","ナッ"","2","146","8","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","146","9","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","146","10","99.0"
"僕",""名詞","代名詞","一般","*","*","*","僕","ボク","ボク"","1","146","11","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","146","12","99.0"
"淡麗",""名詞","固有名詞","一般","*","*","*","淡麗","タンレイ","タンレイ"","2","146","13","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","146","14","99.0"
"ラベル",""名詞","一般","*","*","*","*","ラベル","ラベル","ラベル"","3","146","15","99.0"
"と",""助詞","並立助詞","*","*","*","*","と","ト","ト"","1","146","16","99.0"
"柿",""名詞","一般","*","*","*","*","柿","カキ","カキ"","1","146","17","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","146","18","99.0"
"種",""名詞","一般","*","*","*","*","種","タネ","タネ"","1","146","19","99.0"
"若しくは",""接続詞","*","*","*","*","*","若しくは","モシクハ","モシクワ"","4","146","20","99.0"
"ポテチ","名詞","未知語","*","*","*","*","ポテチ","*","*","3","146","21","99.0"
"が",""助詞","格助詞","一般","*","*","*","が","ガ","ガ"","1","146","22","99.0"
"あれ",""動詞","自立","*","*","五段・ラ行","仮定形","ある","アレ","アレ"","2","146","23","99.0"
"ば",""助詞","接続助詞","*","*","*","*","ば","バ","バ"","1","146","24","99.0"
"楽しい",""形容詞","自立","*","*","形容詞・イ段","基本形","楽しい","タノシイ","タノシイ"","3","146","25","99.0"
"気分",""名詞","一般","*","*","*","*","気分","キブン","キブン"","2","146","26","99.0"
"に",""助詞","格助詞","一般","*","*","*","に","ニ","ニ"","1","146","27","99.0"
"なれ",""動詞","自立","*","*","一段","連用形","なれる","ナレ","ナレ"","2","146","28","99.0"
"ます",""助動詞","*","*","*","特殊・マス","基本形","ます","マス","マス"","2","146","29","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","146","30","99.0"
"寝",""動詞","自立","*","*","一段","連用形","寝る","ネ","ネ"","1","146","31","99.0"
"て",""助詞","接続助詞","*","*","*","*","て","テ","テ"","1","146","32","99.0"
"起き",""動詞","自立","*","*","一段","連用形","起きる","オキ","オキ"","2","146","33","99.0"
"たら",""助動詞","*","*","*","特殊・タ","仮定形","た","タラ","タラ"","2","146","34","99.0"
"仕事",""名詞","サ変接続","*","*","*","*","仕事","シゴト","シゴト"","2","146","35","99.0"
"だ",""助動詞","*","*","*","特殊・ダ","基本形","だ","ダ","ダ"","1","146","36","99.0"
"と",""助詞","格助詞","引用","*","*","*","と","ト","ト"","1","146","37","99.0"
"思う",""動詞","自立","*","*","五段・ワ行促音便","基本形","思う","オモウ","オモウ"","2","146","38","99.0"
"と",""助詞","接続助詞","*","*","*","*","と","ト","ト"","1","146","39","99.0"
"、",""記号","読点","*","*","*","*","、","、","、"","1","146","40","99.0"
"寝る",""動詞","自立","*","*","一段","基本形","寝る","ネル","ネル"","2","146","41","99.0"
"の",""名詞","非自立","一般","*","*","*","の","ノ","ノ"","1","146","42","99.0"
"が",""助詞","格助詞","一般","*","*","*","が","ガ","ガ"","1","146","43","99.0"
"イヤ",""名詞","形容動詞語幹","*","*","*","*","イヤ","イヤ","イヤ"","2","146","44","99.0"
"です",""助動詞","*","*","*","特殊・デス","基本形","です","デス","デス"","2","146","45","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","146","46","99.0"
"疲れ",""動詞","自立","*","*","一段","連用形","疲れる","ツカレ","ツカレ"","2","147","1","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","147","2","99.0"
"ぁ","名詞","未知語","*","*","*","*","ぁ","*","*","1","147","3","99.0"
"→",""記号","一般","*","*","*","*","→","→","→"","1","147","4","99.0"
